0,"execCode(h1, root): CVE-2020-7960 CVE-2020-1236",AND,0
1,"execCode(h2, root): CVE-2021-23215",AND,0
2,"execCode(h3, root): CVE-2021-28341 CVE-2021-30129",AND,0
5,"execCode(h6, root): CVE-2021-26855 CVE-2020-15999",AND,0
9,"execCode(h10, root): CVE-2021-22569 CVE-2021-44512",AND,0
12,"execCode(h13, root): CVE-2021-30133",AND,0
13,"execCode(h14, root): CVE-2021-24515",AND,0
18,"execCode(h19, root): CVE-2021-24515 CVE-2021-28169",AND,0
22,"execCode(h23, root): CVE-2021-28156",AND,0
23,"execCode(h24, root): CVE-2021-20295 CVE-2020-1235",AND,0
25,"execCode(h26, root): CVE-2021-40346 CVE-2021-28850",AND,0
27,"execCode(h28, root): CVE-2021-26858",AND,0
28,"execCode(h29, root): CVE-2020-7960 CVE-2021-23214",AND,0
32,"execCode(h33, root): CVE-2020-26140 CVE-2021-30133",AND,0
36,"execCode(h37, root): CVE-2020-5410",AND,0
37,"execCode(h38, root): CVE-2020-25695 CVE-2021-28150",AND,0
38,"execCode(h39, root): CVE-2020-16898 CVE-2020-8557",AND,0
39,"execCode(h40, root): CVE-2020-7960 CVE-2021-31166",AND,0
